id,startup_name,slug,dpiit_recognized,registration_number,founded_year,founder_count,sector_id,state_id,city,funding_stage,total_funding_usd,valuation_usd,annual_revenue_inr,employee_count,women_led,sustainability_focus,ai_enabled,export_business,website,email,phone,linkedin_url,status,last_funding_date,growth_percentage,jobs_created,patents_filed,description,created_at,updated_at
68,ChargePod Solutions,chargepod-solutions,No,DPIIT42415,2012,4,11,7,Kanpur,Series A,315001,70628706,134521806,161,No,Yes,Yes,Yes,https://www.chargepod-solutions.co.in,hello@chargepod-solutions.io,+91-8721212175,https://linkedin.com/company/chargepod-solutions,Failed,2012-06-13,-63.9,35,5,"A pioneering Cybersecurity startup based in Kanpur, focused on digital transformation.",2012-03-19 02:32:46,2024-12-21 23:26:01
69,FinFlow Box,finflow-box,No,DPIIT95989,2017,1,4,8,Thiruvananthapuram,Series C,1659197,859117058,105305468,2607,No,No,No,No,https://www.finflow-box.co.in,hello@finflow-box.com,+91-7954569156,https://linkedin.com/company/finflow-box,Failed,2021-10-08,-65.81,1666,4,"A pioneering AgriTech startup based in Thiruvananthapuram, focused on AI-driven insights.",2017-10-19 22:34:32,2023-09-08 12:01:31
70,NanoTech AI,nanotech-ai,No,DPIIT22502,2019,1,15,15,Patna,Seed,1281018,3323206,415037957,64,No,No,Yes,No,https://www.nanotech-ai.in,hello@nanotech-ai.com,+91-7607010161,https://linkedin.com/company/nanotech-ai,Failed,2023-02-23,-23.32,27,19,"A emerging Robotics startup based in Patna, focused on market disruption.",2020-08-03 07:03:49,2024-05-20 08:26:19
71,FireWall Ventures,firewall-ventures,Yes,DPIIT20673,2016,4,11,8,Kochi,Series B,60180096,199398359,468844300,95,No,Yes,No,Yes,https://www.firewall-ventures.co.in,hello@firewall-ventures.com,+91-7058516889,https://linkedin.com/company/firewall-ventures,Active,2023-09-28,99.08,22,4,"A leading Cybersecurity startup based in Kochi, focused on scalable solutions.",2016-07-21 14:55:07,2023-02-09 13:31:10
72,ChargeUp Byte,chargeup-byte,Yes,DPIIT90478,2023,3,14,4,Hyderabad,Series A,9978656,22858864,234796220,2460,No,No,No,No,https://www.chargeup-byte.co.in,hello@chargeup-byte.in,+91-7904593670,https://linkedin.com/company/chargeup-byte,Active,2024-11-23,32.36,1354,5,"A innovative EV startup based in Hyderabad, focused on scalable solutions.",2024-06-20 22:53:30,2023-01-11 10:26:11
73,FarmByte Hub,farmbyte-hub,Yes,DPIIT39626,2019,1,10,1,Bengaluru,Series C,133490499,572848415,51384179,4455,Yes,No,Yes,Yes,https://www.farmbyte-hub.in,hello@farmbyte-hub.in,+91-8220576343,https://linkedin.com/company/farmbyte-hub,Active,2022-09-17,199.95,3493,18,"A pioneering DeepTech startup based in Bengaluru, focused on sustainable growth.",2020-10-01 12:59:16,2024-07-28 17:41:42
74,DeepSight India,deepsight-india,No,DPIIT40386,2020,3,7,5,Chennai,Angel,1602840,7132580,55933775,37,Yes,Yes,Yes,No,https://www.deepsight-india.in,hello@deepsight-india.com,+91-9042102333,https://linkedin.com/company/deepsight-india,Acquired,2023-04-17,57.44,2,2,"A leading E-Commerce startup based in Chennai, focused on digital transformation.",2020-05-20 16:51:28,2024-03-11 21:30:20
75,PlatformX Now,platformx-now,No,DPIIT74237,2020,2,13,6,Surat,Series A,263996,49043854,191584683,2603,No,No,No,Yes,https://www.platformx-now.co.in,hello@platformx-now.io,+91-8495423827,https://linkedin.com/company/platformx-now,Failed,2021-10-11,-21.21,731,0,"A pioneering Mobility startup based in Surat, focused on AI-driven insights.",2021-11-17 11:46:27,2023-08-07 19:35:56
76,TasteBox Labs,tastebox-labs,Yes,DPIIT72748,2016,3,1,3,Dwarka,Seed,2514107,7040848,4014281,155,Yes,No,Yes,No,https://www.tastebox-labs.io,hello@tastebox-labs.io,+91-7245788095,https://linkedin.com/company/tastebox-labs,Active,2019-09-07,204.51,148,0,"A emerging FinTech startup based in Dwarka, focused on market disruption.",2017-10-09 14:31:11,2024-04-29 23:55:41
77,MetroRide Now,metroride-now,Yes,DPIIT18169,2014,1,12,7,Noida,Pre-Seed,1995920,4278945,379837360,193,Yes,No,Yes,No,https://www.metroride-now.in,hello@metroride-now.io,+91-9637126206,https://linkedin.com/company/metroride-now,Active,2023-10-08,288.6,190,0,"A pioneering BioTech startup based in Noida, focused on sustainable growth.",2015-12-28 05:57:37,2024-01-11 16:00:42
78,MediScan AI,mediscan-ai,No,DPIIT10422,2016,4,3,8,Kochi,Seed,4193094,14703845,80195944,191,No,No,Yes,No,https://www.mediscan-ai.com,hello@mediscan-ai.in,+91-9002538288,https://linkedin.com/company/mediscan-ai,Active,2016-12-09,131.42,147,5,"A leading EdTech startup based in Kochi, focused on market disruption.",2017-04-19 02:07:58,2023-04-03 05:46:05
79,FleetEdge Ventures,fleetedge-ventures,Yes,DPIIT28405,2013,2,6,5,Chennai,Series C,138391651,550081920,202074026,3821,No,No,Yes,No,https://www.fleetedge-ventures.in,hello@fleetedge-ventures.in,+91-7855663345,https://linkedin.com/company/fleetedge-ventures,Active,2018-07-15,-0.27,727,2,"A pioneering SaaS startup based in Chennai, focused on AI-driven insights.",2013-09-28 02:31:22,2024-08-15 11:22:49
80,GreenCap Now,greencap-now,No,DPIIT45251,2020,4,2,3,Dwarka,Bootstrapped,0,4909206,208060745,44,No,Yes,No,No,https://www.greencap-now.io,hello@greencap-now.com,+91-9008705521,https://linkedin.com/company/greencap-now,Active,,238.87,18,0,"A leading HealthTech startup based in Dwarka, focused on market disruption.",2021-11-05 20:11:30,2023-05-24 14:37:20
81,BuildBot Pro,buildbot-pro,No,DPIIT12850,2014,3,11,3,New Delhi,Series C,801942,758807852,467717506,114,Yes,No,No,No,https://www.buildbot-pro.co.in,hello@buildbot-pro.io,+91-8715124233,https://linkedin.com/company/buildbot-pro,Failed,2018-09-23,-47.32,62,1,"A pioneering Cybersecurity startup based in New Delhi, focused on sustainable growth.",2015-09-08 10:30:43,2024-02-15 09:02:59
82,PharmaBio Labs,pharmabio-labs,No,DPIIT27025,2021,2,14,6,Ahmedabad,Series A,9519127,46289012,311036505,3332,No,No,Yes,Yes,https://www.pharmabio-labs.com,hello@pharmabio-labs.in,+91-7607570142,https://linkedin.com/company/pharmabio-labs,Active,2021-02-28,53.43,3284,2,"A emerging EV startup based in Ahmedabad, focused on AI-driven insights.",2021-06-19 14:00:42,2023-06-01 06:56:11
83,PlatformX Solutions,platformx-solutions,No,DPIIT97613,2017,3,7,1,Mysuru,Series A,434138,42147159,83752175,4599,No,No,No,No,https://www.platformx-solutions.com,hello@platformx-solutions.in,+91-7551913574,https://linkedin.com/company/platformx-solutions,Failed,2017-01-21,-31.09,2609,1,"A emerging E-Commerce startup based in Mysuru, focused on sustainable growth.",2017-10-17 21:46:55,2024-03-10 19:25:34
84,BioCore Ventures,biocore-ventures,No,DPIIT28098,2017,1,1,4,Karimnagar,Seed,3552327,8317519,413233071,65,No,No,Yes,No,https://www.biocore-ventures.io,hello@biocore-ventures.in,+91-7398789244,https://linkedin.com/company/biocore-ventures,Inactive,2021-01-23,318.4,45,3,"A innovative FinTech startup based in Karimnagar, focused on AI-driven insights.",2017-06-04 09:19:24,2024-11-22 15:02:16
85,FieldSense Tech,fieldsense-tech,No,DPIIT60330,2013,1,15,1,Bengaluru,Bootstrapped,0,2904864,369328674,192,No,No,No,No,https://www.fieldsense-tech.co.in,hello@fieldsense-tech.in,+91-7234124219,https://linkedin.com/company/fieldsense-tech,Acquired,,98.04,79,13,"A pioneering Robotics startup based in Bengaluru, focused on digital transformation.",2014-09-11 14:32:23,2024-04-29 22:21:54
86,ClinicAI Ventures,clinicai-ventures,Yes,DPIIT74175,2017,2,14,1,Mysuru,Series A,11433589,22519703,81738525,106,No,No,No,No,https://www.clinicai-ventures.io,hello@clinicai-ventures.in,+91-8449387152,https://linkedin.com/company/clinicai-ventures,Active,2024-12-08,140.91,88,2,"A leading EV startup based in Mysuru, focused on market disruption.",2017-10-01 05:18:22,2024-03-03 00:28:20
87,PlatformX Plus,platformx-plus,No,DPIIT90903,2013,2,12,1,Bengaluru,Series C,222611311,759349122,134480452,1485,No,Yes,No,No,https://www.platformx-plus.com,hello@platformx-plus.com,+91-8402686835,https://linkedin.com/company/platformx-plus,Active,2024-12-31,139.51,765,1,"A innovative BioTech startup based in Bengaluru, focused on market disruption.",2014-10-16 03:24:32,2023-03-22 10:59:40
88,BioLab Solutions,biolab-solutions,No,DPIIT59051,2018,3,6,3,New Delhi,IPO,851598361,4081562059,399725924,699,No,No,No,No,https://www.biolab-solutions.io,hello@biolab-solutions.io,+91-9958645269,https://linkedin.com/company/biolab-solutions,Active,2019-04-22,296.07,192,2,"A leading SaaS startup based in New Delhi, focused on market disruption.",2019-02-13 05:43:18,2023-10-07 00:26:13
89,HealthBridge Byte,healthbridge-byte,Yes,DPIIT65150,2012,1,9,3,Dwarka,Angel,1834457,3566618,119822250,62,No,No,No,No,https://www.healthbridge-byte.co.in,hello@healthbridge-byte.io,+91-7053975819,https://linkedin.com/company/healthbridge-byte,Active,2019-04-13,249.42,23,2,"A pioneering Renewable Energy startup based in Dwarka, focused on sustainable growth.",2013-03-31 04:29:54,2024-05-25 06:34:44
90,SaaSify Plus,saasify-plus,Yes,DPIIT71260,2020,2,2,3,Janakpuri,Series B,58340185,108611589,339971738,4035,No,Yes,Yes,No,https://www.saasify-plus.io,hello@saasify-plus.io,+91-8853410649,https://linkedin.com/company/saasify-plus,Active,2021-12-08,92.49,1703,0,"A pioneering HealthTech startup based in Janakpuri, focused on market disruption.",2021-05-17 07:24:58,2024-07-04 04:24:38
91,SupplyNet India,supplynet-india,No,DPIIT92984,2023,3,7,1,Mysuru,IPO,956720,3531242790,465336050,1353,Yes,No,Yes,No,https://www.supplynet-india.in,hello@supplynet-india.in,+91-9125292476,https://linkedin.com/company/supplynet-india,Failed,2024-02-15,-54.58,952,2,"A emerging E-Commerce startup based in Mysuru, focused on scalable solutions.",2023-07-01 12:18:00,2024-06-29 10:48:29
92,ChefBot Tech,chefbot-tech,No,DPIIT52601,2022,2,13,6,Ahmedabad,Series B,48058209,184365698,221274808,1597,No,No,Yes,No,https://www.chefbot-tech.com,hello@chefbot-tech.in,+91-7097579578,https://linkedin.com/company/chefbot-tech,Active,2022-03-01,201.84,1523,4,"A emerging Mobility startup based in Ahmedabad, focused on market disruption.",2023-06-08 06:54:58,2023-06-15 14:23:46
93,SecureNet Labs,securenet-labs,No,DPIIT30875,2019,4,11,1,Mysuru,Seed,1271844,2166888,112136181,152,No,Yes,No,Yes,https://www.securenet-labs.com,hello@securenet-labs.io,+91-7138824356,https://linkedin.com/company/securenet-labs,Active,2024-02-24,217.31,106,4,"A emerging Cybersecurity startup based in Mysuru, focused on AI-driven insights.",2019-03-14 13:16:56,2024-07-04 03:45:49
94,VaultSec Plus,vaultsec-plus,No,DPIIT85997,2023,4,15,19,Ranchi,Series A,17180791,29783374,158283348,3313,No,Yes,No,No,https://www.vaultsec-plus.co.in,hello@vaultsec-plus.io,+91-8459578621,https://linkedin.com/company/vaultsec-plus,Inactive,2023-02-10,18.34,583,29,"A innovative Robotics startup based in Ranchi, focused on AI-driven insights.",2023-08-04 08:06:21,2024-10-19 22:04:29
95,RoboArm Box,roboarm-box,Yes,DPIIT58608,2023,1,9,4,Hyderabad,Angel,2365089,6321420,423718169,120,No,No,No,No,https://www.roboarm-box.io,hello@roboarm-box.io,+91-7679903838,https://linkedin.com/company/roboarm-box,Active,2023-09-22,34.77,74,5,"A pioneering Renewable Energy startup based in Hyderabad, focused on AI-driven insights.",2024-12-31 14:43:18,2023-06-08 23:51:44
96,VaultSec Solutions,vaultsec-solutions,No,DPIIT94390,2021,3,8,9,Udaipur,Pre-Seed,943887,3862075,163648571,42,No,Yes,No,No,https://www.vaultsec-solutions.io,hello@vaultsec-solutions.in,+91-9084114783,https://linkedin.com/company/vaultsec-solutions,Active,2021-01-25,156.48,12,4,"A emerging Logistics startup based in Udaipur, focused on scalable solutions.",2022-05-11 12:00:42,2023-03-08 10:14:19
97,CyberGuard Labs,cyberguard-labs,Yes,DPIIT18807,2023,2,7,1,Bengaluru,Series A,12706139,57271531,491003426,149,Yes,No,No,Yes,https://www.cyberguard-labs.com,hello@cyberguard-labs.in,+91-9433967257,https://linkedin.com/company/cyberguard-labs,Active,2024-06-20,127.44,135,1,"A innovative E-Commerce startup based in Bengaluru, focused on sustainable growth.",2023-07-07 22:59:41,2023-09-08 07:44:45
98,PowerGrid Tech,powergrid-tech,Yes,DPIIT70852,2014,1,9,1,Mangaluru,Pre-Seed,898488,4423571,446974573,21,No,Yes,No,Yes,https://www.powergrid-tech.io,hello@powergrid-tech.io,+91-7313766891,https://linkedin.com/company/powergrid-tech,Active,2019-11-11,64.21,8,3,"A leading Renewable Energy startup based in Mangaluru, focused on AI-driven insights.",2014-03-27 15:12:06,2024-07-09 18:13:38
99,AppSuite,appsuite,No,DPIIT94578,2012,3,15,4,Hyderabad,Series C,132290895,514619774,433592254,3787,No,No,Yes,No,https://www.appsuite.io,hello@appsuite.in,+91-9911311585,https://linkedin.com/company/appsuite,Acquired,2017-08-24,167.7,2300,16,"A pioneering Robotics startup based in Hyderabad, focused on AI-driven insights.",2012-04-24 05:31:00,2023-11-23 16:30:31
100,AIcraft Tech,aicraft-tech,Yes,DPIIT79520,2020,2,10,1,Hubballi,Pre-Seed,1429454,5016706,343460815,180,No,No,Yes,Yes,https://www.aicraft-tech.io,hello@aicraft-tech.io,+91-7903196953,https://linkedin.com/company/aicraft-tech,Active,2024-08-11,58.89,148,21,"A innovative DeepTech startup based in Hubballi, focused on sustainable growth.",2020-06-09 06:49:25,2023-06-25 05:39:42
101,AIcraft Ventures,aicraft-ventures,Yes,DPIIT64673,2016,3,14,16,Sambalpur,Series C,152311998,351263041,142119426,3916,No,Yes,No,No,https://www.aicraft-ventures.com,hello@aicraft-ventures.in,+91-8518751802,https://linkedin.com/company/aicraft-ventures,Active,2020-02-27,146.39,2647,1,"A emerging EV startup based in Sambalpur, focused on sustainable growth.",2016-01-20 22:12:13,2024-11-08 22:16:18
102,B2BSaaS Ventures,b2bsaas-ventures,No,DPIIT87717,2021,3,13,1,Hubballi,Angel,1896008,7619290,429140925,60,No,No,No,Yes,https://www.b2bsaas-ventures.co.in,hello@b2bsaas-ventures.io,+91-9091826686,https://linkedin.com/company/b2bsaas-ventures,Failed,2023-10-28,-29.4,17,2,"A emerging Mobility startup based in Hubballi, focused on digital transformation.",2021-04-14 01:40:21,2023-10-10 17:23:28
103,ClimaCare Hub,climacare-hub,No,DPIIT44172,2021,1,11,1,Bengaluru,IPO,1872922298,8881511049,82482285,1282,No,No,No,No,https://www.climacare-hub.com,hello@climacare-hub.com,+91-7292074547,https://linkedin.com/company/climacare-hub,Active,2022-09-05,70.73,644,2,"A emerging Cybersecurity startup based in Bengaluru, focused on scalable solutions.",2021-07-08 10:29:14,2024-04-16 11:21:12
104,SchoolSpark Box,schoolspark-box,No,DPIIT52869,2019,3,1,2,Thane,Seed,226429,12432352,230421544,106,No,No,No,No,https://www.schoolspark-box.com,hello@schoolspark-box.io,+91-7324495819,https://linkedin.com/company/schoolspark-box,Failed,2019-07-16,-12.81,74,0,"A leading FinTech startup based in Thane, focused on market disruption.",2019-06-12 16:54:54,2023-03-31 18:59:29
105,LabGen Plus,labgen-plus,No,DPIIT79168,2014,1,14,20,Panaji,Bootstrapped,0,3906701,243283712,194,No,No,No,No,https://www.labgen-plus.com,hello@labgen-plus.in,+91-9468480251,https://linkedin.com/company/labgen-plus,Inactive,,219.7,77,0,"A emerging EV startup based in Panaji, focused on digital transformation.",2014-01-09 07:20:27,2023-06-04 08:54:14
106,TrackShip Plus,trackship-plus,Yes,DPIIT15171,2017,2,15,7,Varanasi,Series B,33444022,153503996,442052740,4755,Yes,Yes,No,Yes,https://www.trackship-plus.io,hello@trackship-plus.in,+91-7988288522,https://linkedin.com/company/trackship-plus,Active,2023-06-21,94.14,1712,6,"A pioneering Robotics startup based in Varanasi, focused on scalable solutions.",2018-03-11 08:14:59,2023-08-11 11:01:08
107,PharmaBio Hub,pharmabio-hub,No,DPIIT77698,2018,4,1,1,Hubballi,Series A,1019699,83545514,398237642,1758,No,Yes,Yes,No,https://www.pharmabio-hub.com,hello@pharmabio-hub.in,+91-9597804132,https://linkedin.com/company/pharmabio-hub,Failed,2018-07-21,-67.74,735,5,"A pioneering FinTech startup based in Hubballi, focused on AI-driven insights.",2018-07-15 06:05:51,2024-06-03 11:30:16
108,GaiaTech India,gaiatech-india,Yes,DPIIT21069,2017,1,1,14,Bhopal,Series A,12046664,44934234,461363090,869,No,No,No,No,https://www.gaiatech-india.co.in,hello@gaiatech-india.com,+91-8179896787,https://linkedin.com/company/gaiatech-india,Active,2021-01-16,330.0,749,5,"A pioneering FinTech startup based in Bhopal, focused on digital transformation.",2017-05-25 07:11:36,2023-01-10 04:33:09
109,MedTrack Box,medtrack-box,No,DPIIT29841,2017,2,2,3,New Delhi,Series B,34081157,167400600,398203520,2450,No,No,No,No,https://www.medtrack-box.io,hello@medtrack-box.com,+91-7697389798,https://linkedin.com/company/medtrack-box,Acquired,2023-12-05,44.62,124,3,"A innovative HealthTech startup based in New Delhi, focused on sustainable growth.",2018-02-18 20:23:58,2023-09-29 19:20:01
110,FoodHub,foodhub,No,DPIIT18693,2018,2,2,2,Nashik,Series C,455971,396977025,25964202,4469,No,Yes,No,No,https://www.foodhub.co.in,hello@foodhub.io,+91-8891571587,https://linkedin.com/company/foodhub,Failed,2024-09-17,-64.41,1103,4,"A leading HealthTech startup based in Nashik, focused on sustainable growth.",2019-05-03 15:57:57,2023-09-21 04:20:42
111,TutorAI Ventures,tutorai-ventures,No,DPIIT90611,2014,2,16,16,Bhubaneswar,Series A,372226,85589683,307681890,1657,No,Yes,Yes,No,https://www.tutorai-ventures.in,hello@tutorai-ventures.io,+91-9831969851,https://linkedin.com/company/tutorai-ventures,Failed,2016-06-17,-29.79,618,2,"A emerging ClimateTech startup based in Bhubaneswar, focused on market disruption.",2015-06-17 16:36:56,2023-10-01 04:20:27
112,BuildBot Plus,buildbot-plus,Yes,DPIIT55075,2014,2,13,1,Bengaluru,Series B,73297514,163068613,98803101,167,No,Yes,No,No,https://www.buildbot-plus.co.in,hello@buildbot-plus.com,+91-8946451655,https://linkedin.com/company/buildbot-plus,Active,2021-02-12,99.34,161,2,"A emerging Mobility startup based in Bengaluru, focused on digital transformation.",2014-10-14 20:49:32,2023-12-12 10:57:11
113,SnackBox Ventures,snackbox-ventures,No,DPIIT24566,2016,4,15,7,Agra,Series B,64829572,189149953,410777098,4302,No,Yes,No,No,https://www.snackbox-ventures.in,hello@snackbox-ventures.in,+91-8318685558,https://linkedin.com/company/snackbox-ventures,Inactive,2016-09-15,64.04,3709,13,"A leading Robotics startup based in Agra, focused on market disruption.",2016-07-05 12:52:56,2024-06-07 06:09:53
114,SoilSense Labs,soilsense-labs,No,DPIIT93140,2020,2,12,7,Lucknow,Series A,860545,37312966,303195510,4396,Yes,No,Yes,No,https://www.soilsense-labs.co.in,hello@soilsense-labs.com,+91-8195810743,https://linkedin.com/company/soilsense-labs,Failed,2020-04-06,-72.99,402,30,"A emerging BioTech startup based in Lucknow, focused on sustainable growth.",2021-02-03 16:26:57,2024-05-02 14:20:08
115,WindGen Solutions,windgen-solutions,No,DPIIT41780,2012,2,10,1,Mangaluru,Seed,4076356,16400934,319893228,22,No,No,Yes,No,https://www.windgen-solutions.co.in,hello@windgen-solutions.in,+91-9540114135,https://linkedin.com/company/windgen-solutions,Active,2021-03-15,262.9,8,7,"A pioneering DeepTech startup based in Mangaluru, focused on digital transformation.",2012-08-19 08:08:57,2024-02-16 03:46:47
116,FarmByte Labs,farmbyte-labs,No,DPIIT54744,2013,4,11,3,Rohini,Pre-Seed,745979,3302607,168053070,139,No,No,No,Yes,https://www.farmbyte-labs.co.in,hello@farmbyte-labs.in,+91-7484633691,https://linkedin.com/company/farmbyte-labs,Active,2023-07-27,36.86,121,3,"A innovative Cybersecurity startup based in Rohini, focused on AI-driven insights.",2013-10-26 07:33:06,2023-04-01 23:38:38
117,CoreTech Ventures,coretech-ventures,No,DPIIT41816,2023,3,14,2,Nashik,Series A,15704868,30616489,465483124,2345,Yes,No,No,No,https://www.coretech-ventures.io,hello@coretech-ventures.com,+91-9095351182,https://linkedin.com/company/coretech-ventures,Active,2023-10-10,10.74,2298,4,"A emerging EV startup based in Nashik, focused on market disruption.",2024-06-15 21:24:02,2024-09-08 03:37:53
